lsoa,names,lone_parent_household,young_pepople_percent,ethnic_black,tenure_mortgage_loan,tenure_social,no_qualifications,level_4_qualifications_above,no_cars,cars_per_household,median_annual_household_income,ptal_average,cluster_id
E01001744,Hackney 021B,14.2,0.27,26.6,20.9,46.6,20.6,42.9,58.4,0.5,32908.00 ,6.3,1
E01001750,Hackney 021C,13.7,0.3,17.8,16.9,40.7,17.8,47.5,63.7,0.4,36264.00 ,5.1,1
E01001751,Hackney 021D,5.3,0.27,4.7,30.6,10.7,7,69.9,44.8,0.7,65423.00 ,5.5,1
E01001756,Hackney 021E,7.7,0.35,9.7,19,21.8,11.1,60.2,61.8,0.4,45231.00 ,6.8,1
E01033698,Hackney 021F,17,0.26,27.7,5.1,67.9,24.9,34.2,71,0.3,25630.00 ,5.2,1
E01033699,Hackney 021G,7,0.37,17.5,14.4,22.2,11,52.5,75.9,0.3,34740.00 ,6.5,1
E01033700,Hackney 021H,7.5,0.37,15.3,13.5,22,11.6,58.4,78,0.2,38434.00 ,6.9,1
E01033707,Hackney 021I,10.1,0.34,22.6,5.5,40.6,15.3,47.8,70,0.4,29485.00 ,5.4,1
E01001836,Hackney 022A,16,0.21,21.4,16.1,51.3,19.9,42,59.5,0.5,35849.00 ,3,0
E01001840,Hackney 022B,19.7,0.22,32.9,14.4,66.9,28,32.5,64.2,0.4,26438.00 ,4.7,1
E01001841,Hackney 022C,12.6,0.22,15.2,20,48.6,21.6,41.5,56.7,0.5,36262.00 ,2.8,0
E01001844,Hackney 022D,11.1,0.35,16.5,18.2,42.7,15.1,45.9,56.8,0.5,40816.00 ,4.2,0
E01001845,Hackney 022E,23.2,0.23,34.8,4.9,80.7,31.4,26.6,67.8,0.4,25452.00 ,3.4,0
E01001837,Hackney 023B,8,0.21,8.1,29.5,28.7,10.7,58.9,51.1,0.6,50099.00 ,4.8,1
E01001839,Hackney 023C,14.3,0.36,17.6,14.8,33.5,10.1,51.3,73.2,0.3,32109.00 ,6.4,1
E01001842,Hackney 023D,23.6,0.23,32.2,14.1,64.2,20.2,37.7,62.9,0.4,28214.00 ,5.3,1
E01001843,Hackney 023E,21.1,0.22,24.8,21.5,50.6,19.9,43.7,50.2,0.6,39538.00 ,3.7,0
E01033704,Hackney 023F,8.4,0.31,12.9,17,20.6,6.6,64.4,68,0.4,42930.00 ,6.8,1
E01033712,Hackney 023G,16.6,0.32,20.3,12.6,42.7,13.3,53.9,66.7,0.4,30447.00 ,5.6,1
E01001772,Hackney 024A,20,0.22,38.8,8.3,76.9,25.4,28.8,67.5,0.4,23322.00 ,5,1
E01001774,Hackney 024B,15.8,0.34,21.7,17.1,41.8,15.9,47.9,68.3,0.4,30013.00 ,5,1
E01001775,Hackney 024C,17.1,0.27,27.8,12.5,65.2,21.9,31.4,69.6,0.3,24186.00 ,3.9,0
E01001815,Hackney 024D,17.5,0.24,33,15,64.5,23.7,35.4,59,0.5,26138.00 ,4,0
E01001820,Hackney 024E,22.2,0.27,36,13.5,63.8,26.3,33.2,60.6,0.4,27096.00 ,3.9,0
E01001821,Hackney 024F,17.2,0.25,33.2,10.2,71.4,27.1,31.2,70.2,0.3,24488.00 ,4.1,0
E01001752,Hackney 025A,13.5,0.32,21.4,16.4,33.5,11,57.3,68.4,0.4,39603.00 ,3.9,0
E01001753,Hackney 025B,20.4,0.21,39.8,4.7,74.5,24.6,30.9,68.4,0.4,24817.00 ,3.7,0
E01001754,Hackney 025C,13.8,0.28,21,11.6,42.8,17.6,44.2,68.7,0.4,29628.00 ,4.7,1
E01001755,Hackney 025D,20.9,0.3,28,8,63.4,23.7,32.2,68.5,0.3,26469.00 ,4.3,0
E01001773,Hackney 025E,16.2,0.29,25,7.2,54,19.1,40.9,69.9,0.4,27817.00 ,5.2,1
E01001776,Hackney 025F,14,0.28,30.6,8.2,68.8,28.2,31.4,71,0.3,23861.00 ,5.4,1
E01001779,Hackney 026A,12.5,0.28,22.9,10.2,52.5,19,44.2,70.7,0.3,29262.00 ,6,1
E01001781,Hackney 026B,21.9,0.35,23.7,5.7,69.2,26.4,29.8,75.2,0.3,22474.00 ,5.2,1
E01001782,Hackney 026C,12.1,0.29,12.2,19.9,33,15,51.4,62.5,0.4,39996.00 ,3.5,0
E01001783,Hackney 026D,22.6,0.31,34.6,7.2,73.5,24.6,30.6,74.7,0.3,23965.00 ,5.8,1
E01001777,Hackney 027B,15.9,0.34,23.7,9.5,45.3,16.2,43.8,77.5,0.3,27870.00 ,6,1
E01001780,Hackney 027D,14.4,0.29,23.5,10.3,61.1,18.6,41,76.2,0.3,28197.00 ,7.2,1
E01001784,Hackney 027E,16.6,0.44,22.1,12.9,58,16.7,32.4,73.7,0.3,26494.00 ,5.9,1
E01033706,Hackney 027F,7.6,0.46,8.6,12.2,17.5,5,65,72.3,0.3,47826.00 ,7.4,1
E01033708,Hackney 027G,1.3,0.46,4.6,12.6,4.8,3,67.5,76.2,0.3,54621.00 ,7.9,1
E01033709,Hackney 027H,13.1,0.38,22,6.2,57.2,12.3,49.4,79.7,0.2,33398.00 ,6.7,1
E01033711,Hackney 027I,6.2,0.54,10.4,17.4,25.9,7.2,58,77.4,0.3,39439.00 ,7,1
E01001798,Hackney 028A,20,0.22,31.5,13.3,49.6,26.1,28.1,66.7,0.4,24865.00 ,4.3,0
E01001828,Hackney 028B,24.5,0.21,39.1,11.7,58.2,23.1,29.5,63.4,0.4,25351.00 ,2.5,0
E01033702,Hackney 028C,14.4,0.22,22.1,15,40.4,19.1,38.1,57.9,0.5,27441.00 ,2.1,2
E01033705,Hackney 028D,21,0.28,37.7,12.2,53.5,18.2,34.3,62,0.4,27548.00 ,3.3,0
E01033710,Hackney 028E,18,0.28,24.8,12.6,20.3,15.1,43.5,67.5,0.4,28780.00 ,2.7,0
E01001722,Hackney 029A,16.3,0.21,29.5,11.4,53,24,33.9,66.7,0.4,27825.00 ,4.3,0
E01001728,Hackney 029B,16.4,0.28,19.7,8.5,43.9,37.7,16.8,63,0.4,29256.00 ,4,0
E01001822,Hackney 029C,20.5,0.24,28.9,10.8,55.5,31.2,21.5,70.8,0.3,24485.00 ,3.9,0
E01001827,Hackney 029D,20.9,0.2,27,8.9,58.1,32.8,18.4,63.1,0.4,26187.00 ,3.2,0
E01001874,Hammersmith and Fulham 001A,13.7,0.29,17.2,10.5,54.9,16.7,38.3,68.2,0.4,29289.00 ,5.5,1
E01001875,Hammersmith and Fulham 001B,25.8,0.22,20.6,14.6,53.6,31.5,24.1,58.3,0.5,25708.00 ,5.9,1
E01001876,Hammersmith and Fulham 001C,17.7,0.24,21.8,6.6,73.7,20.1,38.1,67.6,0.4,25948.00 ,3.5,0
E01001877,Hammersmith and Fulham 001D,14.6,0.2,27.1,10.6,30.5,19.2,33.2,61.4,0.5,28378.00 ,3.5,0
E01001878,Hammersmith and Fulham 001E,28.9,0.22,20.7,12.2,60.8,29.7,21.6,55.9,0.5,26366.00 ,5.9,1
E01001955,Hammersmith and Fulham 002A,27.3,0.24,27.6,12.5,60.8,29.6,24.6,60.4,0.5,24143.00 ,2.6,0
E01001957,Hammersmith and Fulham 002B,27.4,0.25,37.3,7.8,69.3,23.5,20.1,68.1,0.4,19457.00 ,3.1,0
E01001958,Hammersmith and Fulham 002C,30,0.22,40.2,6.5,78.8,24.6,20.3,67.3,0.4,18356.00 ,2.8,0
E01001961,Hammersmith and Fulham 002D,27,0.22,38.8,8.1,70,24.5,22.8,69.8,0.3,18995.00 ,2.8,0
E01001954,Hammersmith and Fulham 003A,16.3,0.22,18.1,21,41.3,18.5,42,53.3,0.6,32544.00 ,3.7,0
E01001956,Hammersmith and Fulham 003B,17.9,0.23,12.9,21.6,38.1,18.6,39.2,49.3,0.6,34811.00 ,3.6,0
E01001959,Hammersmith and Fulham 003C,20.2,0.25,20,16.2,47.3,24.7,27.4,45.7,0.7,28200.00 ,3.1,0
E01001960,Hammersmith and Fulham 003D,10.9,0.32,12.1,20.1,21.2,10.3,52.9,53.5,0.5,37966.00 ,4,0
E01001943,Hammersmith and Fulham 004A,9.8,0.34,14.1,11.8,30.7,12.8,47.3,67.1,0.4,32654.00 ,7.5,1
E01001944,Hammersmith and Fulham 004B,16.9,0.21,37.7,6.3,74.7,23.3,30.5,73.5,0.3,21313.00 ,5.8,1
E01001945,Hammersmith and Fulham 004C,11.8,0.25,13.2,19.4,32.1,12.5,48.3,55.6,0.5,35591.00 ,4.7,0
E01001946,Hammersmith and Fulham 004D,13,0.26,16.4,14.8,38.3,12.7,49.1,59.7,0.5,33811.00 ,4.8,0
E01001862,Hammersmith and Fulham 005A,12.9,0.25,19.3,17.1,46.6,16.4,41.5,60.6,0.5,31544.00 ,4.1,0
E01001940,Hammersmith and Fulham 005B,13.2,0.29,19.9,11.6,38.4,14.1,43.7,67.6,0.4,30269.00 ,4.6,0
E01001941,Hammersmith and Fulham 005C,7.9,0.37,10.7,13.1,20.6,9.6,56.5,66.9,0.4,35110.00 ,6.7,1
E01001942,Hammersmith and Fulham 005D,10.5,0.28,13.3,14.9,27.1,13.1,48.3,59.2,0.5,35855.00 ,4.6,1
E01001858,Hammersmith and Fulham 006A,12,0.3,13.1,17.5,36.6,13.8,40.9,58.9,0.5,32206.00 ,3.7,0
E01001860,Hammersmith and Fulham 006B,13.7,0.28,19.7,12.7,44.2,15.8,39.2,64.8,0.4,28033.00 ,4.1,0
E01001861,Hammersmith and Fulham 006C,13.9,0.23,22,19,39.9,15.3,42,58.4,0.5,32429.00 ,3.9,0
E01001863,Hammersmith and Fulham 006D,11.5,0.25,12.5,28.2,23.2,11.2,50.7,50.2,0.6,41718.00 ,3.7,0
E01001864,Hammersmith and Fulham 006E,8.3,0.23,12.2,15.6,29.7,15.7,46.4,58.6,0.5,36369.00 ,4,0
E01001852,Hammersmith and Fulham 007A,5.2,0.29,7.1,24.7,15.3,5.8,65,60.6,0.4,41949.00 ,6.9,1
E01001853,Hammersmith and Fulham 007B,6.8,0.23,6.5,24.6,16.7,6,64.3,52.1,0.6,48841.00 ,6.4,1
E01001854,Hammersmith and Fulham 007C,7.9,0.27,9.7,22.8,22,8.4,55.8,66.7,0.4,36158.00 ,7.2,1
E01001857,Hammersmith and Fulham 007D,14.5,0.27,23.5,9.7,52.7,18.7,38.7,75.7,0.3,25478.00 ,7.8,1
E01001859,Hammersmith and Fulham 008A,14.1,0.24,20,20.6,35,11.9,49.2,50.7,0.5,32568.00 ,2.9,0
E01001865,Hammersmith and Fulham 008B,10,0.23,7,27.3,18.4,10.2,50.4,42.2,0.7,44702.00 ,2.9,0
E01001927,Hammersmith and Fulham 008C,5.9,0.16,2.1,29.4,6.3,5.8,58.9,28.7,1,64996.00 ,3.1,0
E01001930,Hammersmith and Fulham 008D,9.3,0.2,10.5,17.9,37.4,14.5,49,54.2,0.6,36675.00 ,3.7,0
E01001895,Hammersmith and Fulham 009A,9.3,0.26,11,21.7,27.4,12,51.1,47.6,0.6,42330.00 ,4.1,0
E01001896,Hammersmith and Fulham 009B,10.6,0.35,14.3,17.8,35,12.6,44.5,59.2,0.5,34281.00 ,5.1,1
E01001897,Hammersmith and Fulham 009C,8.7,0.15,8,21.6,23.6,8.8,59.5,43.5,0.7,56020.00 ,4.8,1
E01001929,Hammersmith and Fulham 009D,5.9,0.16,3.4,27,11.4,7.6,64,37.7,0.7,60245.00 ,5.3,1
E01001851,Hammersmith and Fulham 010A,6.2,0.19,5.9,24.7,15.5,6.8,63.2,41.5,0.7,62626.00 ,5.7,1
E01001855,Hammersmith and Fulham 010B,6.4,0.26,5.8,23.9,17.1,8.3,61.6,58.5,0.5,47000.00 ,5.3,1
E01001856,Hammersmith and Fulham 010C,14.1,0.27,15.2,10.8,39.3,12.2,50.1,59.3,0.5,35666.00 ,6.4,1
E01001869,Hammersmith and Fulham 010D,4.9,0.16,3.7,16.9,16.2,7.3,63.5,40.1,0.8,68517.00 ,6.3,1
E01001873,Hammersmith and Fulham 010E,12.2,0.24,9.9,14.9,36.3,12.8,50.2,61.1,0.4,35267.00 ,4.4,0
E01001928,Hammersmith and Fulham 011A,11.8,0.16,11.5,19.8,28.7,12,51.6,49.7,0.6,45800.00 ,4.4,0
E01001931,Hammersmith and Fulham 011B,11.3,0.22,13.2,18.8,22.7,9.2,55.9,58.4,0.5,33145.00 ,4.6,1
E01001932,Hammersmith and Fulham 011C,8.1,0.28,8.5,13.6,27.6,9.5,54.8,56,0.5,36798.00 ,3.9,1
E01001933,Hammersmith and Fulham 011D,9,0.17,8.8,18.9,19.5,8.4,55.3,43.6,0.7,47060.00 ,3.5,0
E01001866,Hammersmith and Fulham 012A,7.4,0.29,5.4,19.9,13.2,5.7,56.2,54.4,0.6,46487.00 ,6.8,1
E01001867,Hammersmith and Fulham 012B,5.9,0.35,5.2,20.3,14.4,8.9,54.1,65.5,0.4,37281.00 ,6.6,1
E01001868,Hammersmith and Fulham 012C,21.1,0.27,19.1,7.1,60,20.9,30.3,70,0.3,25936.00 ,6.2,1
E01001870,Hammersmith and Fulham 012D,7.2,0.38,6.8,19.2,13,6.5,60.5,68.5,0.4,36555.00 ,5.6,1
E01001871,Hammersmith and Fulham 012E,6.4,0.32,4.6,16.1,12.5,8.6,57,56,0.5,47680.00 ,6.3,1
E01001872,Hammersmith and Fulham 012F,5.5,0.3,5.8,20,18.6,7.2,58.6,64,0.4,43636.00 ,6.2,1
E01001893,Hammersmith and Fulham 013A,21.6,0.3,17.4,11.7,58.9,18.4,34,66.1,0.4,27800.00 ,6.9,1
E01001894,Hammersmith and Fulham 013B,12.8,0.28,18.4,10.5,43.5,18.2,43.7,65.3,0.4,31020.00 ,6.1,1
E01001898,Hammersmith and Fulham 013C,7.1,0.28,9.2,16.2,18.8,7.9,54.8,59.8,0.5,40953.00 ,7.1,1
E01001899,Hammersmith and Fulham 013D,18.2,0.23,15.1,7.4,64.8,25.2,31.3,71.9,0.4,26724.00 ,7,1
E01001900,Hammersmith and Fulham 013E,13.8,0.3,14.8,9.8,51.2,18.6,40.8,67.5,0.4,32216.00 ,6.8,1
E01001889,Hammersmith and Fulham 014A,7.1,0.34,6.8,27.5,19.6,8.7,59.2,48.9,0.6,48469.00 ,4.7,1
E01001910,Hammersmith and Fulham 014B,5,0.3,7.5,18.3,21.3,7.2,60.5,69.5,0.3,41236.00 ,5.2,1
E01001913,Hammersmith and Fulham 014C,3.2,0.39,1.5,24.2,3.7,3.2,74.6,51.3,0.6,59306.00 ,4.5,1
E01001914,Hammersmith and Fulham 014D,5.3,0.4,8.2,16.3,19.6,7.7,57.1,71.9,0.3,36349.00 ,5.3,1
E01001885,Hammersmith and Fulham 015A,28.3,0.2,28.1,5.6,78.6,28.8,22.5,70.3,0.4,21568.00 ,4.9,1
E01001908,Hammersmith and Fulham 015B,5.8,0.36,5.7,18.4,13.6,6.6,58.1,70.1,0.3,38438.00 ,5.1,1
E01001909,Hammersmith and Fulham 015C,9.7,0.3,9.4,18.8,34.3,15,49.5,57.5,0.5,35191.00 ,5.3,1
E01001911,Hammersmith and Fulham 015D,21,0.26,23.2,12.1,59.9,20.4,35.7,67,0.4,25954.00 ,5.3,1
E01001912,Hammersmith and Fulham 015E,21.7,0.28,21,9.3,58.5,19.4,28.6,63,0.4,25244.00 ,6,1
E01001886,Hammersmith and Fulham 016A,17.2,0.31,14.2,19.4,38.7,16.6,40.3,56.1,0.5,31180.00 ,3.5,0
E01001887,Hammersmith and Fulham 016B,10.3,0.34,11.1,16.1,43.5,17.4,43.5,59.9,0.5,31808.00 ,3.9,0
E01001890,Hammersmith and Fulham 016C,5.3,0.4,9.8,11.3,49.1,6.5,57.4,71.8,0.3,35632.00 ,4.5,1
E01001892,Hammersmith and Fulham 016D,17.7,0.29,16.5,17,50.1,17.7,41.6,58.8,0.5,30655.00 ,3.4,0
E01001880,Hammersmith and Fulham 017A,9.4,0.26,7.3,11.2,38.4,16.9,48,60.1,0.5,36767.00 ,5.1,1
E01001881,Hammersmith and Fulham 017B,8.5,0.31,4.9,19.1,17,9.5,58.6,53.6,0.6,52187.00 ,5.6,1
E01001882,Hammersmith and Fulham 017C,5.6,0.38,5.6,25.1,11,7.1,60.9,50.7,0.6,52500.00 ,4.8,1
E01001883,Hammersmith and Fulham 017D,9,0.34,7.7,15.3,35,14.3,45.8,63.9,0.4,34708.00 ,6.7,1
E01001884,Hammersmith and Fulham 017E,8.2,0.28,10.7,11.2,46.3,16.8,45.4,67.8,0.4,34299.00 ,6.6,1
E01001888,Hammersmith and Fulham 018A,7,0.29,3.4,29.5,15.7,11.1,54.1,43.6,0.7,47653.00 ,3.7,0
E01001891,Hammersmith and Fulham 018B,4.6,0.42,4.7,19.6,7.3,7.4,59.2,58.1,0.5,44278.00 ,5.1,1
E01001917,Hammersmith and Fulham 018C,8.3,0.21,4,23.8,27.9,16.4,49.5,47.1,0.7,46207.00 ,3.2,0
E01001918,Hammersmith and Fulham 018D,9,0.22,4.9,33.1,13.7,10.6,54.9,35,0.8,51437.00 ,3.1,0
E01001919,Hammersmith and Fulham 018E,6.6,0.17,3.2,30.2,12.1,9.8,54.8,30.8,0.9,59872.00 ,3,0
E01001879,Hammersmith and Fulham 019A,10.6,0.34,11.3,16.9,32.7,15,43.9,55.5,0.5,35330.00 ,3.7,0
E01001901,Hammersmith and Fulham 019B,7.6,0.24,3.4,27.2,13.8,7.3,58.3,38.8,0.8,59013.00 ,3.7,0
E01001902,Hammersmith and Fulham 019C,6.6,0.35,6.9,19.4,22.2,11.3,54.1,52.9,0.6,39484.00 ,3.2,0
E01001903,Hammersmith and Fulham 019D,15.1,0.31,11.8,15.9,38.5,16.7,42,52.6,0.6,32297.00 ,3.8,0
E01001920,Hammersmith and Fulham 020A,7.9,0.26,9.8,11.4,48.1,19.3,40,68.5,0.4,32254.00 ,5.9,1
E01001921,Hammersmith and Fulham 020B,7.4,0.25,5.4,22.6,22.2,11,55.8,48.6,0.7,53498.00 ,6,1
E01001922,Hammersmith and Fulham 020C,6.9,0.21,3.7,21.9,12.8,7,57.5,30.7,0.9,66015.00 ,4,0
E01001923,Hammersmith and Fulham 020D,9.2,0.25,5.5,22.1,25.9,12.1,56,41.7,0.8,53047.00 ,5.2,1
E01001924,Hammersmith and Fulham 020E,4.5,0.24,1.2,30.3,6.8,4.5,65.4,36.8,0.9,70788.00 ,4.3,0
E01001947,Hammersmith and Fulham 021A,25.5,0.24,25.3,9.5,72.4,22.9,29.6,67.5,0.4,23795.00 ,4.7,1
E01001948,Hammersmith and Fulham 021B,7.7,0.26,7,21.9,15.2,6.8,62.5,49.1,0.6,52878.00 ,4.1,0
E01001949,Hammersmith and Fulham 021C,5.5,0.26,2.3,25.1,9,4.8,64.2,42.2,0.7,62049.00 ,4,0
E01001950,Hammersmith and Fulham 021D,4.7,0.27,2.6,24.4,7.1,4.8,67.2,37.3,0.8,65418.00 ,4.7,1
E01001951,Hammersmith and Fulham 021E,7.7,0.29,6.3,20,23.8,8.7,60.7,49.1,0.6,48993.00 ,4.6,1
E01001953,Hammersmith and Fulham 021F,11.8,0.35,9.7,14.3,33,14.9,49.9,66.4,0.4,35213.00 ,5.4,1
E01001904,Hammersmith and Fulham 022A,4.4,0.28,4.7,29.2,9.8,9.2,60.1,39.4,0.8,53985.00 ,3.5,0
E01001905,Hammersmith and Fulham 022B,5.5,0.27,3.4,25.9,13.9,8.3,60.3,42,0.7,56958.00 ,3.5,0
E01001906,Hammersmith and Fulham 022C,4.3,0.34,4.4,27.6,14.3,6.4,64.1,42.5,0.7,53757.00 ,3.7,0
E01001907,Hammersmith and Fulham 022D,7.1,0.22,3.1,25.8,13.1,8.1,61.4,37.3,0.8,58816.00 ,4.6,1
E01001935,Hammersmith and Fulham 023A,10.8,0.3,7.9,23.7,30.6,12.1,53.4,43.5,0.7,44894.00 ,3.4,0
E01001939,Hammersmith and Fulham 023C,15.1,0.32,11.9,12.2,41.3,15.5,36.2,49.7,0.6,36020.00 ,3.7,0
E01032788,Hammersmith and Fulham 023D,20,0.3,14.2,20.8,35.7,13.7,48.4,51,0.6,35752.00 ,3.8,0
E01032789,Hammersmith and Fulham 023E,11.9,0.28,12.4,17.7,30.7,5.8,59.1,59.7,0.5,40775.00 ,4,0
E01032790,Hammersmith and Fulham 023F,13.1,0.2,14.3,14.4,30.5,11.8,51.5,47.4,0.6,44715.00 ,3.8,0
E01001915,Hammersmith and Fulham 024A,6.1,0.17,3,23.4,15,7.7,61.7,35.4,1,63393.00 ,4.2,0
E01001916,Hammersmith and Fulham 024B,3.6,0.15,0.8,17.9,2.5,4.7,60.7,31.1,1,67757.00 ,5.4,1
E01001926,Hammersmith and Fulham 024C,4.7,0.23,1.4,28.5,6.7,5.9,63.4,31,0.9,68262.00 ,4,0
E01001952,Hammersmith and Fulham 024D,5.4,0.37,5.1,19.4,16.1,6.8,63.9,59.3,0.5,45601.00 ,5.3,1
E01001925,Hammersmith and Fulham 025A,4.6,0.17,2.9,27.6,12.2,6.1,58.1,30.3,0.9,73712.00 ,3.4,0
E01001934,Hammersmith and Fulham 025B,17.6,0.25,12.9,15.2,44.9,15,39,49.6,0.6,33951.00 ,2.5,2
E01001937,Hammersmith and Fulham 025C,8,0.27,4.2,24.3,12.4,9.2,58.4,35.1,0.8,57341.00 ,3,0
E01001938,Hammersmith and Fulham 025D,18,0.23,16.5,17.4,45.3,17.2,40.6,49.8,0.6,32751.00 ,3.3,0
E01001969,Haringey 001A,14.4,0.23,14.5,20.7,26.1,19.6,37.1,56.1,0.5,27109.00 ,4.6,1
E01001971,Haringey 001B,23.1,0.23,25.8,13.3,57.8,23.1,24.9,63.4,0.4,21324.00 ,5.3,1
E01001974,Haringey 001C,9.5,0.25,10.3,24.8,8.4,13.6,43.9,54.2,0.6,30885.00 ,5.4,1
E01001975,Haringey 001D,10.6,0.26,12.8,24.9,11.7,12,40.5,50.5,0.6,31082.00 ,4.1,0
E01002036,Haringey 002A,23.7,0.21,41.1,17.9,39.1,30.5,18.1,58.1,0.5,19809.00 ,4.2,0
E01002037,Haringey 002B,23.1,0.2,39.4,8.5,50.1,27.6,19.2,62.7,0.4,19372.00 ,3.1,0
E01002039,Haringey 002C,35.1,0.21,41.1,5.3,78.4,30.2,17.1,61,0.4,16167.00 ,3.4,0
E01002040,Haringey 002D,23,0.22,44.2,20,31.5,25.6,20.7,54.1,0.6,22064.00 ,3.8,0
E01001962,Haringey 004A,13.4,0.16,10.2,38.7,16.2,11.4,51.4,25.4,1,43970.00 ,3,0
E01001970,Haringey 004B,25.1,0.28,26.5,16.1,40.2,17.5,33.5,49.9,0.6,25137.00 ,5.1,1
E01001972,Haringey 004C,15,0.21,17.9,22.8,36.6,19.6,37.6,50.6,0.6,27278.00 ,5.1,1
E01001973,Haringey 004D,15.4,0.21,12.9,22.6,24.4,16.6,42,41.5,0.8,35540.00 ,4.6,1
E01002090,Haringey 005A,21.5,0.22,22.7,24.1,37.9,29.6,19.2,32.4,0.9,23786.00 ,1.9,2
E01002093,Haringey 005B,26.2,0.19,26.9,18.4,57.7,34.2,16.6,51,0.6,20308.00 ,3.3,0
E01002096,Haringey 005C,26.9,0.2,25.3,21.8,56.9,30.1,22.1,50.8,0.6,21635.00 ,3.7,0
E01002097,Haringey 005D,34.1,0.2,26.4,24.2,46.1,27.6,22.7,52.4,0.6,22105.00 ,4,0
E01002091,Haringey 006A,22.7,0.21,28.1,18.3,54.5,36.5,16.2,48.8,0.7,19050.00 ,3.4,0
E01002092,Haringey 006B,23.5,0.21,37.8,17.7,30.6,25.6,24.9,61,0.5,21122.00 ,3.7,0
E01002094,Haringey 006C,34.9,0.22,30.4,20.3,49.5,27.2,22.7,46.4,0.7,22041.00 ,3.1,0
E01002095,Haringey 006D,32.6,0.21,28.5,16.1,57,27.9,22.3,54.1,0.5,22094.00 ,3.2,0
E01002098,Haringey 007A,10.8,0.22,11,27.2,16.7,12.3,47.3,50.7,0.6,32522.00 ,6.9,1
E01002101,Haringey 007B,9.9,0.25,13.4,32.5,8,19.3,30.8,46.1,0.7,27398.00 ,3.1,0
E01002102,Haringey 007C,14.9,0.26,14.9,20.6,15.7,15.7,38.4,54.8,0.5,27352.00 ,3.9,0
E01002105,Haringey 007D,13.5,0.3,14.1,16.1,20.4,17.9,35.1,67.8,0.4,24889.00 ,6.7,1
E01002099,Haringey 008A,22.4,0.24,27.5,14.4,55.8,28.3,23.7,64,0.4,19620.00 ,5.5,1
E01002100,Haringey 008B,17.9,0.24,18.8,20.7,27.2,23.1,27.8,48.2,0.6,23799.00 ,4,0
E01002103,Haringey 008C,15,0.27,15.3,24.8,14.6,20.2,30.9,49.7,0.6,26615.00 ,4.1,0
E01002104,Haringey 008D,19.4,0.23,18.2,29.7,21,21.8,32.9,45.3,0.7,25781.00 ,3.3,0
E01001963,Haringey 009A,8.4,0.13,5.4,41.8,6.5,8.3,60,20.8,1.1,57514.00 ,3,0
E01001964,Haringey 009B,9.3,0.19,7.2,35.2,10.3,6.5,56.5,36.6,0.8,46617.00 ,3.9,0
E01001965,Haringey 009C,7.9,0.13,4.9,46.1,10.4,7.7,63.2,23.1,1,55082.00 ,3.8,0
E01001966,Haringey 009D,7.9,0.17,3.9,36.4,4.9,8.1,58.4,18.5,1.3,60698.00 ,2.6,0
E01002027,Haringey 010A,18.8,0.28,17.2,22.3,30.8,19.4,35.7,57.1,0.5,26047.00 ,4.9,1
E01002028,Haringey 010B,19.2,0.29,17.5,23.4,27.8,18.8,36.2,53.3,0.6,26217.00 ,4.1,0
E01002032,Haringey 010C,23.1,0.24,19.4,17.3,50.6,23.7,28.4,63.1,0.4,22386.00 ,5.3,1
E01002033,Haringey 010D,25.5,0.22,20,17.6,44.6,22.2,28.5,60.4,0.5,23449.00 ,6.6,1
E01001976,Haringey 011A,21.7,0.2,35.9,22.7,28.3,23.2,25.2,57.8,0.5,23260.00 ,4.9,1
E01001977,Haringey 011B,19.5,0.21,31.4,19.8,33.7,25.4,22.5,63.5,0.4,22220.00 ,3.5,0
E01001978,Haringey 011C,20.4,0.22,37.3,16.8,41,28.3,24.2,66.9,0.4,21868.00 ,6,1
E01001979,Haringey 011D,20.8,0.29,32,12.5,37,21.8,24.7,64.3,0.4,20054.00 ,6.3,1
E01002074,Haringey 012A,26.1,0.19,41.4,17.8,43.8,29.7,20.4,62.7,0.4,20342.00 ,4.4,0
E01002077,Haringey 012B,31.8,0.31,29.5,8.3,58.3,23.8,17.7,59,0.5,18985.00 ,5.9,1
E01002079,Haringey 012C,20.8,0.21,28.4,27.5,15.4,24.8,25.7,49,0.6,24840.00 ,4.5,1
E01002081,Haringey 012D,19.3,0.31,32.4,14,55.8,29.2,18.8,63.3,0.4,17805.00 ,6.7,1
E01002082,Haringey 013A,31.2,0.23,46.8,7.2,79.4,29.6,16.9,56.5,0.5,18120.00 ,2.6,2
E01002086,Haringey 013B,17.9,0.24,27.2,19.5,36.2,26.6,28.4,49.3,0.6,23484.00 ,2.5,2
E01002088,Haringey 013C,13.4,0.25,13.5,24.6,16.3,23.5,34.3,48,0.7,26737.00 ,3.9,0
E01002089,Haringey 013D,26.4,0.22,50.6,4.3,85.2,29.6,15.9,69.1,0.3,16706.00 ,2.2,2
E01001967,Haringey 014A,8.5,0.16,3.2,36.3,5.7,6.9,60.3,23.4,1.1,59951.00 ,2.8,0
E01001968,Haringey 014B,7.6,0.19,3.7,31.2,8.5,7.4,59.4,39.1,0.8,49809.00 ,3.7,0
E01001996,Haringey 014C,6.9,0.16,4.2,37,8,9.2,56.4,37,0.8,48129.00 ,3.1,0
E01001997,Haringey 014D,5.3,0.26,2.6,25.6,3.8,5.4,62.9,47.3,0.7,48911.00 ,4.1,0
E01002075,Haringey 015A,28.9,0.32,33.6,22.2,39,24.5,23.2,54.8,0.5,21303.00 ,3.2,0
